,index,Date,State,Residents.Initiated,Month,Year,Population_Dec2021,Residents.Initiated.Rate,Prioritization?,Date_prioritized,Phase_state,Mono.Initiated.Coverage,Days,Days_since_last
51,5781,2022-06-12,Pennsylvania,32138.0,6,2022,36980.0,0.869064359113034,yes,2021-04-01,1B,,433,14.0
52,5782,2022-06-19,Pennsylvania,32147.0,6,2022,36980.0,0.8693077339102218,yes,2021-04-01,1B,,440,7.0
53,5783,2022-06-26,Pennsylvania,32076.0,6,2022,36980.0,0.8673877771768523,yes,2021-04-01,1B,,447,7.0
54,5784,2022-07-03,Pennsylvania,32065.0,7,2022,36980.0,0.8670903190914008,yes,2021-04-01,1B,,454,7.0
55,5785,2022-07-10,Pennsylvania,32033.0,7,2022,36980.0,0.8662249864791779,yes,2021-04-01,1B,,461,7.0
56,5804,2022-12-04,Pennsylvania,31442.0,12,2022,36980.0,0.8502433747971877,yes,2021-04-01,1B,,608,147.0
57,5805,2022-12-11,Pennsylvania,26557.0,12,2022,36980.0,0.7181449432125473,yes,2021-04-01,1B,,615,7.0
58,5806,2022-12-18,Pennsylvania,31189.0,12,2022,36980.0,0.843401838831801,yes,2021-04-01,1B,,622,7.0
59,5808,2023-01-01,Pennsylvania,31061.0,1,2023,36980.0,0.8399405083829097,yes,2021-04-01,1B,,636,14.0
60,5809,2023-01-08,Pennsylvania,26413.0,1,2023,36980.0,0.7142509464575446,yes,2021-04-01,1B,,643,7.0
61,5810,2023-01-15,Pennsylvania,31017.0,1,2023,36980.0,0.8387506760411033,yes,2021-04-01,1B,,650,7.0
0,5283,2021-02-14,Ohio,1261.0,2,2021,43337.0,0.029097537900639178,no,,,0.029097537900639178,0,
1,5284,2021-02-21,Ohio,1358.0,2,2021,43337.0,0.03133581004684219,no,,,0.03133581004684219,7,7.0
2,5285,2021-02-28,Ohio,1856.0,2,2021,43337.0,0.04282714539538962,no,,,0.04282714539538962,14,7.0
3,5286,2021-03-07,Ohio,2623.0,3,2021,43337.0,0.060525647829799016,no,,,0.060525647829799016,21,7.0
4,5287,2021-03-14,Ohio,7276.0,3,2021,43337.0,0.16789348593580544,no,,,0.16789348593580544,28,7.0
5,5288,2021-03-21,Ohio,10524.0,3,2021,43337.0,0.24284099037773726,no,,,0.24284099037773726,35,7.0
6,5289,2021-03-28,Ohio,17873.0,3,2021,43337.0,0.4124189491658398,no,,,0.4124189491658398,42,7.0
7,5290,2021-04-04,Ohio,21400.0,4,2021,43337.0,0.49380437039942776,no,,,0.49380437039942776,49,7.0
8,5291,2021-04-11,Ohio,22528.0,4,2021,43337.0,0.519832937213005,no,,,0.519832937213005,56,7.0
9,5292,2021-04-18,Ohio,22869.0,4,2021,43337.0,0.5277015021805848,no,,,0.5277015021805848,63,7.0
10,5293,2021-04-25,Ohio,23046.0,4,2021,43337.0,0.5317857719731407,no,,,0.5317857719731407,70,7.0
11,5294,2021-05-02,Ohio,23248.0,5,2021,43337.0,0.536446916030182,no,,,0.536446916030182,77,7.0
12,5295,2021-05-09,Ohio,23443.0,5,2021,43337.0,0.5409465352931675,no,,,0.5409465352931675,84,7.0
13,5296,2021-05-16,Ohio,23646.0,5,2021,43337.0,0.5456307543207882,no,,,0.5456307543207882,91,7.0
14,5297,2021-05-23,Ohio,23646.0,5,2021,43337.0,0.5456307543207882,no,,,0.5456307543207882,98,7.0
15,5298,2021-05-30,Ohio,24362.0,5,2021,43337.0,0.5621524332556476,no,,,0.5621524332556476,105,7.0
16,5299,2021-06-06,Ohio,24362.0,6,2021,43337.0,0.5621524332556476,no,,,0.5621524332556476,112,7.0
17,5300,2021-06-13,Ohio,24362.0,6,2021,43337.0,0.5621524332556476,no,,,0.5621524332556476,119,7.0
18,5301,2021-06-20,Ohio,24362.0,6,2021,43337.0,0.5621524332556476,no,,,0.5621524332556476,126,7.0
19,5302,2021-06-27,Ohio,24362.0,6,2021,43337.0,0.5621524332556476,no,,,0.5621524332556476,133,7.0
20,5303,2021-07-04,Ohio,25532.0,7,2021,43337.0,0.5891501488335602,no,,,0.5891501488335602,140,7.0
21,5304,2021-07-11,Ohio,25532.0,7,2021,43337.0,0.5891501488335602,no,,,0.5891501488335602,147,7.0
22,5305,2021-07-18,Ohio,25532.0,7,2021,43337.0,0.5891501488335602,no,,,0.5891501488335602,154,7.0
23,5306,2021-07-25,Ohio,25532.0,7,2021,43337.0,0.5891501488335602,no,,,0.5891501488335602,161,7.0
24,5307,2021-08-01,Ohio,25532.0,8,2021,43337.0,0.5891501488335602,no,,,0.5891501488335602,168,7.0
25,5308,2021-08-08,Ohio,25532.0,8,2021,43337.0,0.5891501488335602,no,,,0.5891501488335602,175,7.0
26,5309,2021-08-15,Ohio,25532.0,8,2021,43337.0,0.5891501488335602,no,,,0.5891501488335602,182,7.0
27,5310,2021-08-22,Ohio,25532.0,8,2021,43337.0,0.5891501488335602,no,,,0.5891501488335602,189,7.0
28,5311,2021-08-29,Ohio,25532.0,8,2021,43337.0,0.5891501488335602,no,,,0.5891501488335602,196,7.0
29,5312,2021-09-05,Ohio,25532.0,9,2021,43337.0,0.5891501488335602,no,,,0.5891501488335602,203,7.0
30,5313,2021-09-12,Ohio,24373.0,9,2021,43337.0,0.5624062579320211,no,,,,210,7.0
31,5314,2021-09-19,Ohio,24373.0,9,2021,43337.0,0.5624062579320211,no,,,,217,7.0
32,5315,2021-09-26,Ohio,24373.0,9,2021,43337.0,0.5624062579320211,no,,,,224,7.0
33,5316,2021-10-03,Ohio,24669.0,10,2021,43337.0,0.5692364492235272,no,,,,231,7.0
34,5317,2021-10-10,Ohio,24669.0,10,2021,43337.0,0.5692364492235272,no,,,,238,7.0
35,5318,2021-10-17,Ohio,24669.0,10,2021,43337.0,0.5692364492235272,no,,,,245,7.0
36,5319,2021-10-24,Ohio,24669.0,10,2021,43337.0,0.5692364492235272,no,,,,252,7.0
37,5320,2021-10-31,Ohio,24669.0,10,2021,43337.0,0.5692364492235272,no,,,,259,7.0
38,5321,2021-11-07,Ohio,24669.0,11,2021,43337.0,0.5692364492235272,no,,,,266,7.0
39,5322,2021-11-14,Ohio,24669.0,11,2021,43337.0,0.5692364492235272,no,,,,273,7.0
40,5323,2021-11-21,Ohio,24669.0,11,2021,43337.0,0.5692364492235272,no,,,,280,7.0
41,5324,2021-11-28,Ohio,24669.0,11,2021,43337.0,0.5692364492235272,no,,,,287,7.0
42,5325,2021-12-05,Ohio,24669.0,12,2021,43337.0,0.5692364492235272,no,,,,294,7.0
43,5326,2021-12-12,Ohio,24669.0,12,2021,43337.0,0.5692364492235272,no,,,,301,7.0
44,5327,2021-12-19,Ohio,24669.0,12,2021,43337.0,0.5692364492235272,no,,,,308,7.0
45,5328,2021-12-26,Ohio,24669.0,12,2021,43337.0,0.5692364492235272,no,,,,315,7.0
46,5329,2022-01-02,Ohio,24669.0,1,2022,43337.0,0.5692364492235272,no,,,,322,7.0
47,5330,2022-01-09,Ohio,24669.0,1,2022,43337.0,0.5692364492235272,no,,,,329,7.0
48,5331,2022-01-16,Ohio,24669.0,1,2022,43337.0,0.5692364492235272,no,,,,336,7.0
49,5332,2022-01-23,Ohio,24669.0,1,2022,43337.0,0.5692364492235272,no,,,,343,7.0
50,5333,2022-01-30,Ohio,24669.0,1,2022,43337.0,0.5692364492235272,no,,,,350,7.0
51,5334,2022-02-06,Ohio,24669.0,2,2022,43337.0,0.5692364492235272,no,,,,357,7.0
52,5335,2022-02-13,Ohio,24669.0,2,2022,43337.0,0.5692364492235272,no,,,,364,7.0
53,5336,2022-02-20,Ohio,24669.0,2,2022,43337.0,0.5692364492235272,no,,,,371,7.0
54,5337,2022-02-27,Ohio,24669.0,2,2022,43337.0,0.5692364492235272,no,,,,378,7.0
55,5338,2022-03-06,Ohio,24669.0,3,2022,43337.0,0.5692364492235272,no,,,,385,7.0
56,5339,2022-03-13,Ohio,24669.0,3,2022,43337.0,0.5692364492235272,no,,,,392,7.0
57,5340,2022-03-20,Ohio,24669.0,3,2022,43337.0,0.5692364492235272,no,,,,399,7.0
58,5341,2022-03-27,Ohio,24669.0,3,2022,43337.0,0.5692364492235272,no,,,,406,7.0
59,5342,2022-04-03,Ohio,24669.0,4,2022,43337.0,0.5692364492235272,no,,,,413,7.0
60,5343,2022-04-10,Ohio,24669.0,4,2022,43337.0,0.5692364492235272,no,,,,420,7.0
61,5344,2022-04-17,Ohio,24669.0,4,2022,43337.0,0.5692364492235272,no,,,,427,7.0
62,5345,2022-04-24,Ohio,24669.0,4,2022,43337.0,0.5692364492235272,no,,,,434,7.0
63,5346,2022-05-01,Ohio,24669.0,5,2022,43337.0,0.5692364492235272,no,,,,441,7.0
64,5347,2022-05-08,Ohio,24669.0,5,2022,43337.0,0.5692364492235272,no,,,,448,7.0
65,5348,2022-05-15,Ohio,24669.0,5,2022,43337.0,0.5692364492235272,no,,,,455,7.0
66,5349,2022-05-22,Ohio,24669.0,5,2022,43337.0,0.5692364492235272,no,,,,462,7.0
67,5350,2022-05-29,Ohio,24669.0,5,2022,43337.0,0.5692364492235272,no,,,,469,7.0
68,5351,2022-06-05,Ohio,24669.0,6,2022,43337.0,0.5692364492235272,no,,,,476,7.0
69,5352,2022-06-12,Ohio,24669.0,6,2022,43337.0,0.5692364492235272,no,,,,483,7.0
70,5353,2022-06-19,Ohio,24669.0,6,2022,43337.0,0.5692364492235272,no,,,,490,7.0
71,5354,2022-06-26,Ohio,24669.0,6,2022,43337.0,0.5692364492235272,no,,,,497,7.0
72,5355,2022-07-03,Ohio,24669.0,7,2022,43337.0,0.5692364492235272,no,,,,504,7.0
73,5356,2022-07-10,Ohio,24669.0,7,2022,43337.0,0.5692364492235272,no,,,,511,7.0
74,5357,2022-07-17,Ohio,24669.0,7,2022,43337.0,0.5692364492235272,no,,,,518,7.0
75,5358,2022-07-24,Ohio,24669.0,7,2022,43337.0,0.5692364492235272,no,,,,525,7.0
76,5359,2022-07-31,Ohio,24669.0,7,2022,43337.0,0.5692364492235272,no,,,,532,7.0
77,5360,2022-08-07,Ohio,24669.0,8,2022,43337.0,0.5692364492235272,no,,,,539,7.0
78,5361,2022-08-14,Ohio,24669.0,8,2022,43337.0,0.5692364492235272,no,,,,546,7.0
79,5362,2022-08-21,Ohio,24669.0,8,2022,43337.0,0.5692364492235272,no,,,,553,7.0
80,5363,2022-08-28,Ohio,24669.0,8,2022,43337.0,0.5692364492235272,no,,,,560,7.0
81,5364,2022-09-04,Ohio,24669.0,9,2022,43337.0,0.5692364492235272,no,,,,567,7.0
82,5365,2022-09-11,Ohio,24669.0,9,2022,43337.0,0.5692364492235272,no,,,,574,7.0
83,5366,2022-09-18,Ohio,24669.0,9,2022,43337.0,0.5692364492235272,no,,,,581,7.0
84,5367,2022-09-25,Ohio,24669.0,9,2022,43337.0,0.5692364492235272,no,,,,588,7.0
85,5368,2022-10-02,Ohio,24669.0,10,2022,43337.0,0.5692364492235272,no,,,,595,7.0
86,5369,2022-10-09,Ohio,24669.0,10,2022,43337.0,0.5692364492235272,no,,,,602,7.0
87,5370,2022-10-16,Ohio,24669.0,10,2022,43337.0,0.5692364492235272,no,,,,609,7.0
88,5371,2022-10-23,Ohio,24669.0,10,2022,43337.0,0.5692364492235272,no,,,,616,7.0
89,5372,2022-10-30,Ohio,24669.0,10,2022,43337.0,0.5692364492235272,no,,,,623,7.0
90,5373,2022-11-06,Ohio,24669.0,11,2022,43337.0,0.5692364492235272,no,,,,630,7.0
91,5374,2022-11-13,Ohio,24669.0,11,2022,43337.0,0.5692364492235272,no,,,,637,7.0
92,5375,2022-11-20,Ohio,24669.0,11,2022,43337.0,0.5692364492235272,no,,,,644,7.0
93,5376,2022-11-27,Ohio,24669.0,11,2022,43337.0,0.5692364492235272,no,,,,651,7.0
94,5377,2022-12-04,Ohio,24669.0,12,2022,43337.0,0.5692364492235272,no,,,,658,7.0
95,5378,2022-12-11,Ohio,24669.0,12,2022,43337.0,0.5692364492235272,no,,,,665,7.0
96,5379,2022-12-18,Ohio,24669.0,12,2022,43337.0,0.5692364492235272,no,,,,672,7.0
97,5380,2023-01-01,Ohio,24669.0,1,2023,43337.0,0.5692364492235272,no,,,,686,14.0
98,5381,2023-01-08,Ohio,24669.0,1,2023,43337.0,0.5692364492235272,no,,,,693,7.0
99,5382,2023-01-15,Ohio,24669.0,1,2023,43337.0,0.5692364492235272,no,,,,700,7.0
0,5136,2021-03-14,North Dakota,918.0,3,2021,1527.0,0.6011787819253438,yes,2021-02-01,1B,0.6011787819253438,0,
1,5137,2021-03-21,North Dakota,918.0,3,2021,1527.0,0.6011787819253438,yes,2021-02-01,1B,0.6011787819253438,7,7.0
2,5138,2021-03-28,North Dakota,964.0,3,2021,1527.0,0.6313032089063523,yes,2021-02-01,1B,0.6313032089063523,14,7.0
3,5139,2021-04-04,North Dakota,984.0,4,2021,1527.0,0.6444007858546169,yes,2021-02-01,1B,0.6444007858546169,21,7.0
4,5140,2021-04-11,North Dakota,997.0,4,2021,1527.0,0.6529142108709889,yes,2021-02-01,1B,0.6529142108709889,28,7.0
5,5141,2021-04-18,North Dakota,1011.0,4,2021,1527.0,0.6620825147347741,yes,2021-02-01,1B,0.6620825147347741,35,7.0
6,5142,2021-04-25,North Dakota,1011.0,4,2021,1527.0,0.6620825147347741,yes,2021-02-01,1B,0.6620825147347741,42,7.0
7,5143,2021-05-02,North Dakota,1023.0,5,2021,1527.0,0.6699410609037328,yes,2021-02-01,1B,0.6699410609037328,49,7.0
8,5144,2021-05-09,North Dakota,1100.0,5,2021,1527.0,0.7203667321545514,yes,2021-02-01,1B,0.7203667321545514,56,7.0
9,5145,2021-05-16,North Dakota,1117.0,5,2021,1527.0,0.7314996725605762,yes,2021-02-01,1B,0.7314996725605762,63,7.0
10,5146,2021-05-23,North Dakota,1142.0,5,2021,1527.0,0.747871643745907,yes,2021-02-01,1B,0.747871643745907,70,7.0
11,5147,2021-05-30,North Dakota,1188.0,5,2021,1527.0,0.7779960707269156,yes,2021-02-01,1B,0.7779960707269156,77,7.0
12,5148,2021-06-06,North Dakota,1201.0,6,2021,1527.0,0.7865094957432875,yes,2021-02-01,1B,0.7865094957432875,84,7.0
13,5149,2021-06-13,North Dakota,1201.0,6,2021,1527.0,0.7865094957432875,yes,2021-02-01,1B,0.7865094957432875,91,7.0
14,5150,2021-06-20,North Dakota,1204.0,6,2021,1527.0,0.7884741322855272,yes,2021-02-01,1B,0.7884741322855272,98,7.0
15,5151,2021-06-27,North Dakota,1227.0,6,2021,1527.0,0.8035363457760314,yes,2021-02-01,1B,0.8035363457760314,105,7.0
16,5152,2021-07-04,North Dakota,1227.0,7,2021,1527.0,0.8035363457760314,yes,2021-02-01,1B,0.8035363457760314,112,7.0
17,5153,2021-07-11,North Dakota,1227.0,7,2021,1527.0,0.8035363457760314,yes,2021-02-01,1B,0.8035363457760314,119,7.0
18,5154,2021-07-18,North Dakota,1227.0,7,2021,1527.0,0.8035363457760314,yes,2021-02-01,1B,0.8035363457760314,126,7.0
19,5155,2021-07-25,North Dakota,1227.0,7,2021,1527.0,0.8035363457760314,yes,2021-02-01,1B,0.8035363457760314,133,7.0
20,5156,2021-08-01,North Dakota,1227.0,8,2021,1527.0,0.8035363457760314,yes,2021-02-01,1B,0.8035363457760314,140,7.0
21,5157,2021-08-08,North Dakota,1227.0,8,2021,1527.0,0.8035363457760314,yes,2021-02-01,1B,0.8035363457760314,147,7.0
22,5158,2021-08-15,North Dakota,1227.0,8,2021,1527.0,0.8035363457760314,yes,2021-02-01,1B,0.8035363457760314,154,7.0
23,5159,2021-08-22,North Dakota,1227.0,8,2021,1527.0,0.8035363457760314,yes,2021-02-01,1B,0.8035363457760314,161,7.0
24,5160,2021-08-29,North Dakota,1227.0,8,2021,1527.0,0.8035363457760314,yes,2021-02-01,1B,0.8035363457760314,168,7.0
25,5161,2021-09-05,North Dakota,1227.0,9,2021,1527.0,0.8035363457760314,yes,2021-02-01,1B,0.8035363457760314,175,7.0
26,5162,2021-09-12,North Dakota,1227.0,9,2021,1527.0,0.8035363457760314,yes,2021-02-01,1B,0.8035363457760314,182,7.0
27,5163,2021-09-19,North Dakota,1227.0,9,2021,1527.0,0.8035363457760314,yes,2021-02-01,1B,0.8035363457760314,189,7.0
28,5164,2021-09-26,North Dakota,1227.0,9,2021,1527.0,0.8035363457760314,yes,2021-02-01,1B,0.8035363457760314,196,7.0
0,4983,2021-01-31,North Carolina,1647.0,1,2021,29439.0,0.05594619382451849,yes,2021-03-01,4,0.05594619382451849,0,
1,4985,2021-02-14,North Carolina,2559.0,2,2021,29439.0,0.08692550698053603,yes,2021-03-01,4,0.08692550698053603,14,14.0
2,4986,2021-02-21,North Carolina,2638.0,2,2021,29439.0,0.08960902204558578,yes,2021-03-01,4,0.08960902204558578,21,7.0
3,4987,2021-02-28,North Carolina,2638.0,2,2021,29439.0,0.08960902204558578,yes,2021-03-01,4,0.08960902204558578,28,7.0
4,4988,2021-03-07,North Carolina,2981.0,3,2021,29439.0,0.10126023302421958,yes,2021-03-01,4,0.10126023302421958,35,7.0
5,4989,2021-03-14,North Carolina,2981.0,3,2021,29439.0,0.10126023302421958,yes,2021-03-01,4,0.10126023302421958,42,7.0
6,4990,2021-03-21,North Carolina,2981.0,3,2021,29439.0,0.10126023302421958,yes,2021-03-01,4,0.10126023302421958,49,7.0
7,4991,2021-03-28,North Carolina,2981.0,3,2021,29439.0,0.10126023302421958,yes,2021-03-01,4,0.10126023302421958,56,7.0
8,4992,2021-04-04,North Carolina,15042.0,4,2021,29439.0,0.510954855803526,yes,2021-03-01,4,0.510954855803526,63,7.0
9,4993,2021-04-11,North Carolina,15872.0,4,2021,29439.0,0.5391487482591121,yes,2021-03-01,4,0.5391487482591121,70,7.0
10,4994,2021-04-18,North Carolina,16611.0,4,2021,29439.0,0.5642515031081219,yes,2021-03-01,4,0.5642515031081219,77,7.0
11,4995,2021-04-25,North Carolina,16611.0,4,2021,29439.0,0.5642515031081219,yes,2021-03-01,4,0.5642515031081219,84,7.0
12,4996,2021-05-02,North Carolina,16327.0,5,2021,29439.0,0.5546044362919936,yes,2021-03-01,4,,91,7.0
13,4997,2021-05-09,North Carolina,16327.0,5,2021,29439.0,0.5546044362919936,yes,2021-03-01,4,,98,7.0
14,4998,2021-05-16,North Carolina,16446.0,5,2021,29439.0,0.5586466931621319,yes,2021-03-01,4,,105,7.0
15,4999,2021-05-23,North Carolina,16446.0,5,2021,29439.0,0.5586466931621319,yes,2021-03-01,4,,112,7.0
16,5000,2021-05-30,North Carolina,17053.0,5,2021,29439.0,0.5792656000543497,yes,2021-03-01,4,0.5792656000543497,119,7.0
17,5001,2021-06-06,North Carolina,17053.0,6,2021,29439.0,0.5792656000543497,yes,2021-03-01,4,0.5792656000543497,126,7.0
18,5002,2021-06-13,North Carolina,17053.0,6,2021,29439.0,0.5792656000543497,yes,2021-03-01,4,0.5792656000543497,133,7.0
19,5003,2021-06-20,North Carolina,17277.0,6,2021,29439.0,0.5868745541628452,yes,2021-03-01,4,0.5868745541628452,140,7.0
20,5004,2021-06-27,North Carolina,17277.0,6,2021,29439.0,0.5868745541628452,yes,2021-03-01,4,0.5868745541628452,147,7.0
21,5005,2021-07-04,North Carolina,17277.0,7,2021,29439.0,0.5868745541628452,yes,2021-03-01,4,0.5868745541628452,154,7.0
22,5006,2021-07-11,North Carolina,17277.0,7,2021,29439.0,0.5868745541628452,yes,2021-03-01,4,0.5868745541628452,161,7.0
23,5007,2021-07-18,North Carolina,18556.0,7,2021,29439.0,0.6303203233805497,yes,2021-03-01,4,0.6303203233805497,168,7.0
24,5008,2021-07-25,North Carolina,18556.0,7,2021,29439.0,0.6303203233805497,yes,2021-03-01,4,0.6303203233805497,175,7.0
25,5009,2021-08-01,North Carolina,18556.0,8,2021,29439.0,0.6303203233805497,yes,2021-03-01,4,0.6303203233805497,182,7.0
26,5010,2021-08-08,North Carolina,18556.0,8,2021,29439.0,0.6303203233805497,yes,2021-03-01,4,0.6303203233805497,189,7.0
27,5011,2021-08-15,North Carolina,19722.0,8,2021,29439.0,0.6699276469988791,yes,2021-03-01,4,0.6699276469988791,196,7.0
28,5012,2021-08-22,North Carolina,19722.0,8,2021,29439.0,0.6699276469988791,yes,2021-03-01,4,0.6699276469988791,203,7.0
29,5013,2021-08-29,North Carolina,19722.0,8,2021,29439.0,0.6699276469988791,yes,2021-03-01,4,0.6699276469988791,210,7.0
30,5014,2021-09-05,North Carolina,19722.0,9,2021,29439.0,0.6699276469988791,yes,2021-03-01,4,0.6699276469988791,217,7.0
31,5015,2021-09-12,North Carolina,19722.0,9,2021,29439.0,0.6699276469988791,yes,2021-03-01,4,0.6699276469988791,224,7.0
32,5016,2021-09-19,North Carolina,20862.0,9,2021,29439.0,0.708651788443901,yes,2021-03-01,4,0.708651788443901,231,7.0
33,5017,2021-09-26,North Carolina,20862.0,9,2021,29439.0,0.708651788443901,yes,2021-03-01,4,0.708651788443901,238,7.0
34,5018,2021-10-03,North Carolina,20862.0,10,2021,29439.0,0.708651788443901,yes,2021-03-01,4,0.708651788443901,245,7.0
35,5019,2021-10-10,North Carolina,20862.0,10,2021,29439.0,0.708651788443901,yes,2021-03-01,4,0.708651788443901,252,7.0
36,5020,2021-10-17,North Carolina,20862.0,10,2021,29439.0,0.708651788443901,yes,2021-03-01,4,0.708651788443901,259,7.0
37,5021,2021-10-24,North Carolina,21754.0,10,2021,29439.0,0.7389517306973742,yes,2021-03-01,4,0.7389517306973742,266,7.0
38,5022,2021-10-31,North Carolina,21754.0,10,2021,29439.0,0.7389517306973742,yes,2021-03-01,4,0.7389517306973742,273,7.0
39,5023,2021-11-07,North Carolina,21754.0,11,2021,29439.0,0.7389517306973742,yes,2021-03-01,4,0.7389517306973742,280,7.0
40,5024,2021-11-14,North Carolina,21754.0,11,2021,29439.0,0.7389517306973742,yes,2021-03-01,4,0.7389517306973742,287,7.0
41,5025,2021-11-21,North Carolina,21754.0,11,2021,29439.0,0.7389517306973742,yes,2021-03-01,4,0.7389517306973742,294,7.0
42,5026,2021-11-28,North Carolina,22490.0,11,2021,29439.0,0.7639525799110024,yes,2021-03-01,4,0.7639525799110024,301,7.0
43,5027,2021-12-05,North Carolina,22490.0,12,2021,29439.0,0.7639525799110024,yes,2021-03-01,4,0.7639525799110024,308,7.0
44,5028,2021-12-12,North Carolina,22490.0,12,2021,29439.0,0.7639525799110024,yes,2021-03-01,4,0.7639525799110024,315,7.0
45,5029,2021-12-19,North Carolina,22882.0,12,2021,29439.0,0.7772682496008696,yes,2021-03-01,4,0.7772682496008696,322,7.0
46,5030,2021-12-26,North Carolina,22882.0,12,2021,29439.0,0.7772682496008696,yes,2021-03-01,4,0.7772682496008696,329,7.0
47,5031,2022-01-02,North Carolina,22882.0,1,2022,29439.0,0.7772682496008696,yes,2021-03-01,4,0.7772682496008696,336,7.0
48,5032,2022-01-09,North Carolina,22882.0,1,2022,29439.0,0.7772682496008696,yes,2021-03-01,4,0.7772682496008696,343,7.0
49,5033,2022-01-16,North Carolina,22882.0,1,2022,29439.0,0.7772682496008696,yes,2021-03-01,4,0.7772682496008696,350,7.0
50,5034,2022-01-23,North Carolina,23081.0,1,2022,29439.0,0.7840279900811848,yes,2021-03-01,4,0.7840279900811848,357,7.0
51,5035,2022-01-30,North Carolina,23081.0,1,2022,29439.0,0.7840279900811848,yes,2021-03-01,4,0.7840279900811848,364,7.0
