,index,Date,State,Residents.Initiated,Month,Year,Population_Dec2021,Residents.Initiated.Rate,Prioritization?,Date_prioritized,Phase_state,Mono.Initiated.Coverage,Days,Days_since_last
68,3540,2022-09-11,Michigan,23406.0,9,2022,32255.0,0.7256549372190358,no,,,0.7256549372190358,538,7.0
69,3541,2022-09-18,Michigan,23428.0,9,2022,32255.0,0.7263370020151915,no,,,0.7263370020151915,545,7.0
70,3542,2022-09-25,Michigan,23428.0,9,2022,32255.0,0.7263370020151915,no,,,0.7263370020151915,552,7.0
71,3543,2022-10-02,Michigan,23428.0,10,2022,32255.0,0.7263370020151915,no,,,0.7263370020151915,559,7.0
72,3544,2022-10-09,Michigan,23428.0,10,2022,32255.0,0.7263370020151915,no,,,0.7263370020151915,566,7.0
73,3545,2022-10-16,Michigan,23435.0,10,2022,32255.0,0.7265540226321501,no,,,0.7265540226321501,573,7.0
74,3546,2022-10-23,Michigan,23445.0,10,2022,32255.0,0.7268640520849481,no,,,0.7268640520849481,580,7.0
75,3547,2022-10-30,Michigan,23445.0,10,2022,32255.0,0.7268640520849481,no,,,0.7268640520849481,587,7.0
76,3548,2022-11-06,Michigan,23449.0,11,2022,32255.0,0.7269880638660673,no,,,0.7269880638660673,594,7.0
77,3549,2022-11-13,Michigan,23451.0,11,2022,32255.0,0.7270500697566269,no,,,0.7270500697566269,601,7.0
78,3550,2022-11-20,Michigan,23461.0,11,2022,32255.0,0.7273600992094249,no,,,0.7273600992094249,608,7.0
79,3551,2022-11-27,Michigan,23468.0,11,2022,32255.0,0.7275771198263835,no,,,0.7275771198263835,615,7.0
0,3309,2021-01-31,Massachusetts,4267.0,1,2021,6002.0,0.7109296901032989,yes,2021-01-01,1,0.7109296901032989,13,
1,3310,2021-02-07,Massachusetts,4286.0,2,2021,6002.0,0.7140953015661446,yes,2021-01-01,1,0.7140953015661446,20,7.0
2,3311,2021-02-14,Massachusetts,4330.0,2,2021,6002.0,0.7214261912695769,yes,2021-01-01,1,0.7214261912695769,27,7.0
3,3312,2021-02-21,Massachusetts,4476.0,2,2021,6002.0,0.7457514161946018,yes,2021-01-01,1,0.7457514161946018,34,7.0
4,3313,2021-02-28,Massachusetts,4513.0,2,2021,6002.0,0.7519160279906698,yes,2021-01-01,1,0.7519160279906698,41,7.0
5,3314,2021-03-07,Massachusetts,4582.0,3,2021,6002.0,0.7634121959346885,yes,2021-01-01,1,0.7634121959346885,48,7.0
6,3315,2021-03-14,Massachusetts,4585.0,3,2021,6002.0,0.7639120293235588,yes,2021-01-01,1,0.7639120293235588,55,7.0
7,3316,2021-03-21,Massachusetts,4598.0,3,2021,6002.0,0.7660779740086637,yes,2021-01-01,1,0.7660779740086637,62,7.0
8,3317,2021-03-28,Massachusetts,4619.0,3,2021,6002.0,0.7695768077307564,yes,2021-01-01,1,0.7695768077307564,69,7.0
9,3318,2021-04-04,Massachusetts,4619.0,4,2021,6002.0,0.7695768077307564,yes,2021-01-01,1,0.7695768077307564,76,7.0
10,3319,2021-04-11,Massachusetts,4619.0,4,2021,6002.0,0.7695768077307564,yes,2021-01-01,1,0.7695768077307564,83,7.0
11,3320,2021-04-18,Massachusetts,4620.0,4,2021,6002.0,0.7697434188603799,yes,2021-01-01,1,0.7697434188603799,90,7.0
12,3321,2021-04-25,Massachusetts,4641.0,4,2021,6002.0,0.7732422525824725,yes,2021-01-01,1,0.7732422525824725,97,7.0
13,3322,2021-05-02,Massachusetts,4647.0,5,2021,6002.0,0.7742419193602132,yes,2021-01-01,1,0.7742419193602132,104,7.0
14,3323,2021-05-09,Massachusetts,4647.0,5,2021,6002.0,0.7742419193602132,yes,2021-01-01,1,0.7742419193602132,111,7.0
15,3324,2021-05-16,Massachusetts,4652.0,5,2021,6002.0,0.7750749750083306,yes,2021-01-01,1,0.7750749750083306,118,7.0
16,3325,2021-05-23,Massachusetts,4652.0,5,2021,6002.0,0.7750749750083306,yes,2021-01-01,1,0.7750749750083306,125,7.0
17,3326,2021-05-30,Massachusetts,4739.0,5,2021,6002.0,0.7895701432855715,yes,2021-01-01,1,0.7895701432855715,132,7.0
18,3327,2021-06-06,Massachusetts,4772.0,6,2021,6002.0,0.7950683105631456,yes,2021-01-01,1,0.7950683105631456,139,7.0
19,3328,2021-06-13,Massachusetts,4772.0,6,2021,6002.0,0.7950683105631456,yes,2021-01-01,1,0.7950683105631456,146,7.0
20,3329,2021-06-20,Massachusetts,4800.0,6,2021,6002.0,0.7997334221926025,yes,2021-01-01,1,0.7997334221926025,153,7.0
21,3330,2021-06-27,Massachusetts,4800.0,6,2021,6002.0,0.7997334221926025,yes,2021-01-01,1,0.7997334221926025,160,7.0
22,3331,2021-07-04,Massachusetts,4800.0,7,2021,6002.0,0.7997334221926025,yes,2021-01-01,1,0.7997334221926025,167,7.0
23,3332,2021-07-11,Massachusetts,4800.0,7,2021,6002.0,0.7997334221926025,yes,2021-01-01,1,0.7997334221926025,174,7.0
24,3333,2021-07-18,Massachusetts,4800.0,7,2021,6002.0,0.7997334221926025,yes,2021-01-01,1,0.7997334221926025,181,7.0
25,3334,2021-07-25,Massachusetts,4800.0,7,2021,6002.0,0.7997334221926025,yes,2021-01-01,1,0.7997334221926025,188,7.0
26,3335,2021-08-01,Massachusetts,4800.0,8,2021,6002.0,0.7997334221926025,yes,2021-01-01,1,0.7997334221926025,195,7.0
27,3336,2021-08-08,Massachusetts,4800.0,8,2021,6002.0,0.7997334221926025,yes,2021-01-01,1,0.7997334221926025,202,7.0
28,3337,2021-08-15,Massachusetts,4800.0,8,2021,6002.0,0.7997334221926025,yes,2021-01-01,1,0.7997334221926025,209,7.0
29,3338,2021-08-22,Massachusetts,4800.0,8,2021,6002.0,0.7997334221926025,yes,2021-01-01,1,0.7997334221926025,216,7.0
30,3339,2021-08-29,Massachusetts,4800.0,8,2021,6002.0,0.7997334221926025,yes,2021-01-01,1,0.7997334221926025,223,7.0
31,3340,2021-09-05,Massachusetts,4800.0,9,2021,6002.0,0.7997334221926025,yes,2021-01-01,1,0.7997334221926025,230,7.0
32,3341,2021-09-12,Massachusetts,4800.0,9,2021,6002.0,0.7997334221926025,yes,2021-01-01,1,0.7997334221926025,237,7.0
33,3342,2021-09-19,Massachusetts,4800.0,9,2021,6002.0,0.7997334221926025,yes,2021-01-01,1,0.7997334221926025,244,7.0
34,3343,2021-09-26,Massachusetts,4800.0,9,2021,6002.0,0.7997334221926025,yes,2021-01-01,1,0.7997334221926025,251,7.0
35,3344,2021-10-03,Massachusetts,4800.0,10,2021,6002.0,0.7997334221926025,yes,2021-01-01,1,0.7997334221926025,258,7.0
36,3345,2021-10-10,Massachusetts,4800.0,10,2021,6002.0,0.7997334221926025,yes,2021-01-01,1,0.7997334221926025,265,7.0
37,3346,2021-10-17,Massachusetts,4800.0,10,2021,6002.0,0.7997334221926025,yes,2021-01-01,1,0.7997334221926025,272,7.0
38,3347,2021-10-24,Massachusetts,4800.0,10,2021,6002.0,0.7997334221926025,yes,2021-01-01,1,0.7997334221926025,279,7.0
39,3348,2021-10-31,Massachusetts,4800.0,10,2021,6002.0,0.7997334221926025,yes,2021-01-01,1,0.7997334221926025,286,7.0
40,3349,2021-11-07,Massachusetts,4800.0,11,2021,6002.0,0.7997334221926025,yes,2021-01-01,1,0.7997334221926025,293,7.0
41,3350,2021-11-14,Massachusetts,4800.0,11,2021,6002.0,0.7997334221926025,yes,2021-01-01,1,0.7997334221926025,300,7.0
42,3351,2021-11-21,Massachusetts,4800.0,11,2021,6002.0,0.7997334221926025,yes,2021-01-01,1,0.7997334221926025,307,7.0
43,3352,2021-11-28,Massachusetts,4800.0,11,2021,6002.0,0.7997334221926025,yes,2021-01-01,1,0.7997334221926025,314,7.0
44,3353,2021-12-05,Massachusetts,4800.0,12,2021,6002.0,0.7997334221926025,yes,2021-01-01,1,0.7997334221926025,321,7.0
45,3354,2021-12-12,Massachusetts,4800.0,12,2021,6002.0,0.7997334221926025,yes,2021-01-01,1,0.7997334221926025,328,7.0
46,3355,2021-12-19,Massachusetts,4800.0,12,2021,6002.0,0.7997334221926025,yes,2021-01-01,1,0.7997334221926025,335,7.0
47,3356,2021-12-26,Massachusetts,4800.0,12,2021,6002.0,0.7997334221926025,yes,2021-01-01,1,0.7997334221926025,342,7.0
48,3357,2022-01-02,Massachusetts,4800.0,1,2022,6002.0,0.7997334221926025,yes,2021-01-01,1,0.7997334221926025,349,7.0
49,3358,2022-01-09,Massachusetts,4800.0,1,2022,6002.0,0.7997334221926025,yes,2021-01-01,1,0.7997334221926025,356,7.0
50,3359,2022-01-16,Massachusetts,4800.0,1,2022,6002.0,0.7997334221926025,yes,2021-01-01,1,0.7997334221926025,363,7.0
51,3360,2022-01-23,Massachusetts,4800.0,1,2022,6002.0,0.7997334221926025,yes,2021-01-01,1,0.7997334221926025,370,7.0
52,3361,2022-01-30,Massachusetts,4800.0,1,2022,6002.0,0.7997334221926025,yes,2021-01-01,1,0.7997334221926025,377,7.0
53,3362,2022-02-06,Massachusetts,4800.0,2,2022,6002.0,0.7997334221926025,yes,2021-01-01,1,0.7997334221926025,384,7.0
54,3363,2022-02-13,Massachusetts,4800.0,2,2022,6002.0,0.7997334221926025,yes,2021-01-01,1,0.7997334221926025,391,7.0
55,3364,2022-02-20,Massachusetts,4800.0,2,2022,6002.0,0.7997334221926025,yes,2021-01-01,1,0.7997334221926025,398,7.0
56,3365,2022-02-27,Massachusetts,4800.0,2,2022,6002.0,0.7997334221926025,yes,2021-01-01,1,0.7997334221926025,405,7.0
57,3366,2022-03-06,Massachusetts,4800.0,3,2022,6002.0,0.7997334221926025,yes,2021-01-01,1,0.7997334221926025,412,7.0
58,3367,2022-03-13,Massachusetts,4800.0,3,2022,6002.0,0.7997334221926025,yes,2021-01-01,1,0.7997334221926025,419,7.0
59,3368,2022-03-20,Massachusetts,4800.0,3,2022,6002.0,0.7997334221926025,yes,2021-01-01,1,0.7997334221926025,426,7.0
60,3369,2022-03-27,Massachusetts,4800.0,3,2022,6002.0,0.7997334221926025,yes,2021-01-01,1,0.7997334221926025,433,7.0
61,3370,2022-04-03,Massachusetts,4800.0,4,2022,6002.0,0.7997334221926025,yes,2021-01-01,1,0.7997334221926025,440,7.0
62,3371,2022-04-10,Massachusetts,4800.0,4,2022,6002.0,0.7997334221926025,yes,2021-01-01,1,0.7997334221926025,447,7.0
63,3372,2022-04-17,Massachusetts,4800.0,4,2022,6002.0,0.7997334221926025,yes,2021-01-01,1,0.7997334221926025,454,7.0
64,3373,2022-04-24,Massachusetts,4800.0,4,2022,6002.0,0.7997334221926025,yes,2021-01-01,1,0.7997334221926025,461,7.0
65,3374,2022-05-01,Massachusetts,4800.0,5,2022,6002.0,0.7997334221926025,yes,2021-01-01,1,0.7997334221926025,468,7.0
66,3375,2022-05-08,Massachusetts,4800.0,5,2022,6002.0,0.7997334221926025,yes,2021-01-01,1,0.7997334221926025,475,7.0
67,3376,2022-05-15,Massachusetts,4800.0,5,2022,6002.0,0.7997334221926025,yes,2021-01-01,1,0.7997334221926025,482,7.0
68,3377,2022-05-22,Massachusetts,4800.0,5,2022,6002.0,0.7997334221926025,yes,2021-01-01,1,0.7997334221926025,489,7.0
69,3378,2022-05-29,Massachusetts,4800.0,5,2022,6002.0,0.7997334221926025,yes,2021-01-01,1,0.7997334221926025,496,7.0
70,3379,2022-06-05,Massachusetts,4800.0,6,2022,6002.0,0.7997334221926025,yes,2021-01-01,1,0.7997334221926025,503,7.0
71,3380,2022-06-12,Massachusetts,4800.0,6,2022,6002.0,0.7997334221926025,yes,2021-01-01,1,0.7997334221926025,510,7.0
72,3381,2022-06-19,Massachusetts,4800.0,6,2022,6002.0,0.7997334221926025,yes,2021-01-01,1,0.7997334221926025,517,7.0
73,3382,2022-06-26,Massachusetts,4800.0,6,2022,6002.0,0.7997334221926025,yes,2021-01-01,1,0.7997334221926025,524,7.0
74,3383,2022-07-03,Massachusetts,4800.0,7,2022,6002.0,0.7997334221926025,yes,2021-01-01,1,0.7997334221926025,531,7.0
75,3384,2022-07-10,Massachusetts,4800.0,7,2022,6002.0,0.7997334221926025,yes,2021-01-01,1,0.7997334221926025,538,7.0
76,3385,2022-07-17,Massachusetts,4800.0,7,2022,6002.0,0.7997334221926025,yes,2021-01-01,1,0.7997334221926025,545,7.0
77,3386,2022-07-24,Massachusetts,4800.0,7,2022,6002.0,0.7997334221926025,yes,2021-01-01,1,0.7997334221926025,552,7.0
78,3387,2022-07-31,Massachusetts,4800.0,7,2022,6002.0,0.7997334221926025,yes,2021-01-01,1,0.7997334221926025,559,7.0
79,3388,2022-08-07,Massachusetts,4800.0,8,2022,6002.0,0.7997334221926025,yes,2021-01-01,1,0.7997334221926025,566,7.0
80,3389,2022-08-14,Massachusetts,4800.0,8,2022,6002.0,0.7997334221926025,yes,2021-01-01,1,0.7997334221926025,573,7.0
81,3390,2022-08-21,Massachusetts,4800.0,8,2022,6002.0,0.7997334221926025,yes,2021-01-01,1,0.7997334221926025,580,7.0
82,3391,2022-08-28,Massachusetts,4800.0,8,2022,6002.0,0.7997334221926025,yes,2021-01-01,1,0.7997334221926025,587,7.0
83,3392,2022-09-04,Massachusetts,4800.0,9,2022,6002.0,0.7997334221926025,yes,2021-01-01,1,0.7997334221926025,594,7.0
84,3393,2022-09-11,Massachusetts,4800.0,9,2022,6002.0,0.7997334221926025,yes,2021-01-01,1,0.7997334221926025,601,7.0
85,3394,2022-09-18,Massachusetts,4800.0,9,2022,6002.0,0.7997334221926025,yes,2021-01-01,1,0.7997334221926025,608,7.0
86,3395,2022-09-25,Massachusetts,4800.0,9,2022,6002.0,0.7997334221926025,yes,2021-01-01,1,0.7997334221926025,615,7.0
87,3396,2022-10-02,Massachusetts,4800.0,10,2022,6002.0,0.7997334221926025,yes,2021-01-01,1,0.7997334221926025,622,7.0
88,3397,2022-10-09,Massachusetts,4800.0,10,2022,6002.0,0.7997334221926025,yes,2021-01-01,1,0.7997334221926025,629,7.0
89,3398,2022-10-16,Massachusetts,4800.0,10,2022,6002.0,0.7997334221926025,yes,2021-01-01,1,0.7997334221926025,636,7.0
90,3399,2022-10-23,Massachusetts,4800.0,10,2022,6002.0,0.7997334221926025,yes,2021-01-01,1,0.7997334221926025,643,7.0
91,3400,2022-10-30,Massachusetts,4800.0,10,2022,6002.0,0.7997334221926025,yes,2021-01-01,1,0.7997334221926025,650,7.0
92,3401,2022-11-06,Massachusetts,4800.0,11,2022,6002.0,0.7997334221926025,yes,2021-01-01,1,0.7997334221926025,657,7.0
93,3402,2022-11-13,Massachusetts,4800.0,11,2022,6002.0,0.7997334221926025,yes,2021-01-01,1,0.7997334221926025,664,7.0
94,3403,2022-11-20,Massachusetts,4800.0,11,2022,6002.0,0.7997334221926025,yes,2021-01-01,1,0.7997334221926025,671,7.0
95,3404,2022-11-27,Massachusetts,4800.0,11,2022,6002.0,0.7997334221926025,yes,2021-01-01,1,0.7997334221926025,678,7.0
96,3405,2022-12-04,Massachusetts,4800.0,12,2022,6002.0,0.7997334221926025,yes,2021-01-01,1,0.7997334221926025,685,7.0
97,3406,2022-12-11,Massachusetts,4800.0,12,2022,6002.0,0.7997334221926025,yes,2021-01-01,1,0.7997334221926025,692,7.0
98,3407,2022-12-18,Massachusetts,4800.0,12,2022,6002.0,0.7997334221926025,yes,2021-01-01,1,0.7997334221926025,699,7.0
99,3408,2023-01-01,Massachusetts,4800.0,1,2023,6002.0,0.7997334221926025,yes,2021-01-01,1,0.7997334221926025,713,14.0
100,3409,2023-01-08,Massachusetts,4800.0,1,2023,6002.0,0.7997334221926025,yes,2021-01-01,1,0.7997334221926025,720,7.0
101,3410,2023-01-15,Massachusetts,4800.0,1,2023,6002.0,0.7997334221926025,yes,2021-01-01,1,0.7997334221926025,727,7.0
0,3169,2021-03-14,Maryland,1026.0,3,2021,17094.0,0.06002106002106002,yes,2021-04-01,2,0.06002106002106002,0,
1,3170,2021-03-21,Maryland,830.0,3,2021,17094.0,0.04855504855504855,yes,2021-04-01,2,,7,7.0
2,3171,2021-03-28,Maryland,830.0,3,2021,17094.0,0.04855504855504855,yes,2021-04-01,2,,14,7.0
3,3172,2021-04-04,Maryland,1474.0,4,2021,17094.0,0.08622908622908623,yes,2021-04-01,2,0.08622908622908623,21,7.0
4,3173,2021-04-11,Maryland,3827.0,4,2021,17094.0,0.22387972387972388,yes,2021-04-01,2,0.22387972387972388,28,7.0
5,3174,2021-04-18,Maryland,5168.0,4,2021,17094.0,0.3023283023283023,yes,2021-04-01,2,0.3023283023283023,35,7.0
6,3175,2021-04-25,Maryland,6905.0,4,2021,17094.0,0.40394290394290394,yes,2021-04-01,2,0.40394290394290394,42,7.0
7,3176,2021-05-02,Maryland,8039.0,5,2021,17094.0,0.4702819702819703,yes,2021-04-01,2,0.4702819702819703,49,7.0
8,3177,2021-05-09,Maryland,8616.0,5,2021,17094.0,0.504036504036504,yes,2021-04-01,2,0.504036504036504,56,7.0
9,3178,2021-05-16,Maryland,9181.0,5,2021,17094.0,0.5370890370890371,yes,2021-04-01,2,0.5370890370890371,63,7.0
10,3179,2021-05-23,Maryland,9181.0,5,2021,17094.0,0.5370890370890371,yes,2021-04-01,2,0.5370890370890371,70,7.0
11,3180,2021-05-30,Maryland,10639.0,5,2021,17094.0,0.6223821223821224,yes,2021-04-01,2,0.6223821223821224,77,7.0
12,3181,2021-06-06,Maryland,9181.0,6,2021,17094.0,0.5370890370890371,yes,2021-04-01,2,,84,7.0
13,3182,2021-06-13,Maryland,11189.0,6,2021,17094.0,0.6545571545571546,yes,2021-04-01,2,0.6545571545571546,91,7.0
14,3183,2021-06-20,Maryland,11185.0,6,2021,17094.0,0.6543231543231544,yes,2021-04-01,2,,98,7.0
15,3184,2021-06-27,Maryland,11262.0,6,2021,17094.0,0.6588276588276588,yes,2021-04-01,2,0.6588276588276588,105,7.0
16,3185,2021-07-04,Maryland,11299.0,7,2021,17094.0,0.660992160992161,yes,2021-04-01,2,0.660992160992161,112,7.0
17,3186,2021-07-11,Maryland,11307.0,7,2021,17094.0,0.6614601614601615,yes,2021-04-01,2,0.6614601614601615,119,7.0
18,3187,2021-07-18,Maryland,11304.0,7,2021,17094.0,0.6612846612846612,yes,2021-04-01,2,,126,7.0
19,3188,2021-07-25,Maryland,11304.0,7,2021,17094.0,0.6612846612846612,yes,2021-04-01,2,,133,7.0
20,3189,2021-08-01,Maryland,11304.0,8,2021,17094.0,0.6612846612846612,yes,2021-04-01,2,,140,7.0
21,3190,2021-08-08,Maryland,11425.0,8,2021,17094.0,0.6683631683631683,yes,2021-04-01,2,0.6683631683631683,147,7.0
22,3191,2021-08-15,Maryland,11437.0,8,2021,17094.0,0.6690651690651691,yes,2021-04-01,2,0.6690651690651691,154,7.0
23,3192,2021-08-22,Maryland,11474.0,8,2021,17094.0,0.6712296712296713,yes,2021-04-01,2,0.6712296712296713,161,7.0
24,3193,2021-08-29,Maryland,12156.0,8,2021,17094.0,0.7111267111267111,yes,2021-04-01,2,0.7111267111267111,168,7.0
25,3194,2021-09-05,Maryland,11771.0,9,2021,17094.0,0.6886041886041886,yes,2021-04-01,2,,175,7.0
26,3195,2021-09-12,Maryland,12038.0,9,2021,17094.0,0.7042237042237042,yes,2021-04-01,2,,182,7.0
27,3196,2021-09-19,Maryland,12038.0,9,2021,17094.0,0.7042237042237042,yes,2021-04-01,2,,189,7.0
28,3197,2021-09-26,Maryland,12148.0,9,2021,17094.0,0.7106587106587107,yes,2021-04-01,2,,196,7.0
29,3198,2021-10-03,Maryland,12241.0,10,2021,17094.0,0.7160992160992161,yes,2021-04-01,2,0.7160992160992161,203,7.0
30,3199,2021-10-10,Maryland,12241.0,10,2021,17094.0,0.7160992160992161,yes,2021-04-01,2,0.7160992160992161,210,7.0
31,3200,2021-10-17,Maryland,12239.0,10,2021,17094.0,0.715982215982216,yes,2021-04-01,2,,217,7.0
32,3201,2021-10-24,Maryland,12410.0,10,2021,17094.0,0.725985725985726,yes,2021-04-01,2,0.725985725985726,224,7.0
33,3203,2021-11-07,Maryland,12708.0,11,2021,17094.0,0.7434187434187434,yes,2021-04-01,2,0.7434187434187434,238,14.0
34,3206,2021-11-28,Maryland,12949.0,11,2021,17094.0,0.7575172575172575,yes,2021-04-01,2,0.7575172575172575,259,21.0
35,3207,2021-12-05,Maryland,12958.0,12,2021,17094.0,0.758043758043758,yes,2021-04-01,2,0.758043758043758,266,7.0
36,3208,2021-12-12,Maryland,12958.0,12,2021,17094.0,0.758043758043758,yes,2021-04-01,2,0.758043758043758,273,7.0
37,3209,2021-12-19,Maryland,13180.0,12,2021,17094.0,0.771030771030771,yes,2021-04-01,2,0.771030771030771,280,7.0
38,3210,2021-12-26,Maryland,13180.0,12,2021,17094.0,0.771030771030771,yes,2021-04-01,2,0.771030771030771,287,7.0
39,3211,2022-01-02,Maryland,13180.0,1,2022,17094.0,0.771030771030771,yes,2021-04-01,2,0.771030771030771,294,7.0
40,3212,2022-01-09,Maryland,13308.0,1,2022,17094.0,0.7785187785187785,yes,2021-04-01,2,0.7785187785187785,301,7.0
41,3256,2022-11-20,Maryland,5687.0,11,2022,17094.0,0.3326898326898327,yes,2021-04-01,2,,616,315.0
42,3258,2022-12-04,Maryland,5687.0,12,2022,17094.0,0.3326898326898327,yes,2021-04-01,2,,630,14.0
43,3260,2022-12-18,Maryland,5687.0,12,2022,17094.0,0.3326898326898327,yes,2021-04-01,2,,644,14.0
44,3261,2023-01-01,Maryland,5687.0,1,2023,17094.0,0.3326898326898327,yes,2021-04-01,2,,658,14.0
45,3262,2023-01-08,Maryland,5687.0,1,2023,17094.0,0.3326898326898327,yes,2021-04-01,2,,665,7.0
46,3263,2023-01-15,Maryland,5687.0,1,2023,17094.0,0.3326898326898327,yes,2021-04-01,2,,672,7.0
0,3025,2021-05-02,Maine,413.0,5,2021,1492.0,0.27680965147453085,no,,,0.27680965147453085,0,
1,3026,2021-05-09,Maine,413.0,5,2021,1492.0,0.27680965147453085,no,,,0.27680965147453085,7,7.0
2,3027,2021-05-16,Maine,588.0,5,2021,1492.0,0.3941018766756032,no,,,0.3941018766756032,14,7.0
3,3028,2021-05-23,Maine,588.0,5,2021,1492.0,0.3941018766756032,no,,,0.3941018766756032,21,7.0
4,3029,2021-05-30,Maine,1139.0,5,2021,1492.0,0.7634048257372654,no,,,0.7634048257372654,28,7.0
5,3030,2021-06-06,Maine,1179.0,6,2021,1492.0,0.7902144772117963,no,,,0.7902144772117963,35,7.0
6,3031,2021-06-13,Maine,1238.0,6,2021,1492.0,0.8297587131367292,no,,,0.8297587131367292,42,7.0
7,3032,2021-06-20,Maine,1238.0,6,2021,1492.0,0.8297587131367292,no,,,0.8297587131367292,49,7.0
8,3033,2021-06-27,Maine,1251.0,6,2021,1492.0,0.8384718498659517,no,,,0.8384718498659517,56,7.0
9,3034,2021-07-04,Maine,1251.0,7,2021,1492.0,0.8384718498659517,no,,,0.8384718498659517,63,7.0
10,3035,2021-07-11,Maine,1257.0,7,2021,1492.0,0.8424932975871313,no,,,0.8424932975871313,70,7.0
11,3036,2021-07-18,Maine,1257.0,7,2021,1492.0,0.8424932975871313,no,,,0.8424932975871313,77,7.0
12,3037,2021-07-25,Maine,1282.0,7,2021,1492.0,0.8592493297587132,no,,,0.8592493297587132,84,7.0
13,3038,2021-08-01,Maine,1282.0,8,2021,1492.0,0.8592493297587132,no,,,0.8592493297587132,91,7.0
14,3039,2021-08-08,Maine,1300.0,8,2021,1492.0,0.871313672922252,no,,,0.871313672922252,98,7.0
15,3040,2021-08-15,Maine,1301.0,8,2021,1492.0,0.8719839142091153,no,,,0.8719839142091153,105,7.0
16,3041,2021-08-22,Maine,1301.0,8,2021,1492.0,0.8719839142091153,no,,,0.8719839142091153,112,7.0
17,3042,2021-08-29,Maine,1306.0,8,2021,1492.0,0.8753351206434317,no,,,0.8753351206434317,119,7.0
18,3043,2021-09-05,Maine,1310.0,9,2021,1492.0,0.8780160857908847,no,,,0.8780160857908847,126,7.0
19,3044,2021-09-12,Maine,1310.0,9,2021,1492.0,0.8780160857908847,no,,,0.8780160857908847,133,7.0
20,3045,2021-09-19,Maine,1295.0,9,2021,1492.0,0.8679624664879356,no,,,,140,7.0
21,3046,2021-09-26,Maine,1317.0,9,2021,1492.0,0.8827077747989276,no,,,0.8827077747989276,147,7.0
22,3047,2021-10-03,Maine,1325.0,10,2021,1492.0,0.8880697050938338,no,,,0.8880697050938338,154,7.0
23,3048,2021-10-10,Maine,1325.0,10,2021,1492.0,0.8880697050938338,no,,,0.8880697050938338,161,7.0
24,3049,2021-10-17,Maine,1320.0,10,2021,1492.0,0.8847184986595175,no,,,,168,7.0
25,3050,2021-10-24,Maine,1330.0,10,2021,1492.0,0.8914209115281502,no,,,0.8914209115281502,175,7.0
26,3051,2021-10-31,Maine,1317.0,10,2021,1492.0,0.8827077747989276,no,,,,182,7.0
27,3052,2021-11-07,Maine,1326.0,11,2021,1492.0,0.8887399463806971,no,,,,189,7.0
28,3053,2021-11-14,Maine,1326.0,11,2021,1492.0,0.8887399463806971,no,,,,196,7.0
29,3054,2021-11-21,Maine,1329.0,11,2021,1492.0,0.8907506702412868,no,,,,203,7.0
30,3055,2021-11-28,Maine,1329.0,11,2021,1492.0,0.8907506702412868,no,,,,210,7.0
31,3056,2021-12-05,Maine,1316.0,12,2021,1492.0,0.8820375335120644,no,,,,217,7.0
32,3057,2021-12-12,Maine,1321.0,12,2021,1492.0,0.8853887399463807,no,,,,224,7.0
33,3058,2021-12-19,Maine,1321.0,12,2021,1492.0,0.8853887399463807,no,,,,231,7.0
34,3059,2021-12-26,Maine,1321.0,12,2021,1492.0,0.8853887399463807,no,,,,238,7.0
35,3060,2022-01-02,Maine,1305.0,1,2022,1492.0,0.8746648793565683,no,,,,245,7.0
36,3061,2022-01-09,Maine,1290.0,1,2022,1492.0,0.8646112600536193,no,,,,252,7.0
37,3062,2022-01-16,Maine,1290.0,1,2022,1492.0,0.8646112600536193,no,,,,259,7.0
38,3063,2022-01-23,Maine,1285.0,1,2022,1492.0,0.8612600536193029,no,,,,266,7.0
39,3064,2022-01-30,Maine,1282.0,1,2022,1492.0,0.8592493297587132,no,,,,273,7.0
40,3065,2022-02-06,Maine,1282.0,2,2022,1492.0,0.8592493297587132,no,,,,280,7.0
41,3066,2022-02-13,Maine,1284.0,2,2022,1492.0,0.8605898123324397,no,,,,287,7.0
42,3067,2022-02-20,Maine,1289.0,2,2022,1492.0,0.863941018766756,no,,,,294,7.0
43,3068,2022-02-27,Maine,1289.0,2,2022,1492.0,0.863941018766756,no,,,,301,7.0
44,3069,2022-03-06,Maine,1260.0,3,2022,1492.0,0.8445040214477212,no,,,,308,7.0
45,3070,2022-03-13,Maine,1278.0,3,2022,1492.0,0.8565683646112601,no,,,,315,7.0
46,3071,2022-03-20,Maine,1288.0,3,2022,1492.0,0.8632707774798928,no,,,,322,7.0
47,3072,2022-03-27,Maine,1299.0,3,2022,1492.0,0.8706434316353887,no,,,,329,7.0
48,3073,2022-04-03,Maine,1287.0,4,2022,1492.0,0.8626005361930295,no,,,,336,7.0
49,3074,2022-04-10,Maine,1298.0,4,2022,1492.0,0.8699731903485255,no,,,,343,7.0
50,3075,2022-04-17,Maine,1298.0,4,2022,1492.0,0.8699731903485255,no,,,,350,7.0
51,3076,2022-04-24,Maine,1300.0,4,2022,1492.0,0.871313672922252,no,,,,357,7.0
52,3077,2022-05-01,Maine,1295.0,5,2022,1492.0,0.8679624664879356,no,,,,364,7.0
53,3078,2022-05-08,Maine,1311.0,5,2022,1492.0,0.878686327077748,no,,,,371,7.0
54,3079,2022-05-15,Maine,1311.0,5,2022,1492.0,0.878686327077748,no,,,,378,7.0
